Player name	Game type	Positions	Outcome	Execution time	Instructions
        Alexandre Bulfay	1	1574420997.7417877,Game Start,<Pose <Position x: 2.06 y: -0.90 z: -2.36> <Quaternion q0: 1.00 q1: 0.00 q2: 0.00 q3: -0.01 (angle_z: <Angle -0.02 radians (-1.31 degrees)>)> origin_id=29>;1574421001.972588,Player found,<Pose <Position x: -0.48 y: 19.78 z: -2.36> <Quaternion q0: 0.91 q1: 0.00 q2: 0.00 q3: 0.40 (angle_z: <Angle 0.83 radians (47.70 degrees)>)> origin_id=29>;1574421055.742181,detect_cube,<Pose <Position x: -4.31 y: -13.47 z: 0.00> <Quaternion q0: 0.93 q1: 0.00 q2: 0.00 q3: -0.36 (angle_z: <Angle -0.74 radians (-42.41 degrees)>)> origin_id=31>;1574421068.1789637,pickup_cube,<Pose <Position x: 173.78 y: -109.90 z: 0.00> <Quaternion q0: 1.00 q1: 0.00 q2: 0.00 q3: 0.06 (angle_z: <Angle 0.12 radians (6.70 degrees)>)> origin_id=31>;1574421068.3887286,place_on_object,<Pose <Position x: 173.78 y: -109.90 z: 0.00> <Quaternion q0: 1.00 q1: 0.00 q2: 0.00 q3: 0.06 (angle_z: <Angle 0.12 radians (6.71 degrees)>)> origin_id=31>;1574421070.8032353,move_backward,<Pose <Position x: 70.83 y: -122.10 z: 0.00> <Quaternion q0: 1.00 q1: 0.00 q2: 0.00 q3: 0.05 (angle_z: <Angle 0.11 radians (6.28 degrees)>)> origin_id=31>	True	16.33531618118286	detect_cube;pickup_cube;place_on_object;move_backward
        Alexandre Bulfay	1	1574421081.5525033,Game Start,<Pose <Position x: -3.40 y: 25.17 z: 0.00> <Quaternion q0: 0.92 q1: 0.00 q2: 0.00 q3: 0.40 (angle_z: <Angle 0.81 radians (46.62 degrees)>)> origin_id=31>;1574421090.481772,Player found,<Pose <Position x: 7.15 y: -0.00 z: 0.00> <Quaternion q0: 1.00 q1: 0.00 q2: 0.00 q3: 0.00 (angle_z: <Angle 0.00 radians (0.11 degrees)>)> origin_id=33>;1574421131.4466994,detect_cube,<Pose <Position x: 7.52 y: -0.02 z: 0.00> <Quaternion q0: 0.93 q1: 0.00 q2: 0.00 q3: -0.37 (angle_z: <Angle -0.77 radians (-44.00 degrees)>)> origin_id=33>;1574421144.2578049,pickup_cube,<Pose <Position x: 201.75 y: -108.13 z: 0.00> <Quaternion q0: 0.99 q1: 0.00 q2: 0.00 q3: 0.13 (angle_z: <Angle 0.25 radians (14.41 degrees)>)> origin_id=33>;1574421144.2608285,detect_cube,<Pose <Position x: 201.75 y: -108.13 z: 0.00> <Quaternion q0: 0.99 q1: 0.00 q2: 0.00 q3: 0.13 (angle_z: <Angle 0.25 radians (14.41 degrees)>)> origin_id=33>;1574421160.3861117,place_on_object,<Pose <Position x: 295.74 y: 22.32 z: -15.10> <Quaternion q0: 1.00 q1: 0.00 q2: 0.00 q3: 0.00 (angle_z: <Angle 0.01 radians (0.45 degrees)>)> origin_id=29>;1574421162.6480172,move_backward,<Pose <Position x: 191.95 y: 21.30 z: -15.10> <Quaternion q0: 1.00 q1: 0.00 q2: 0.00 q3: 0.01 (angle_z: <Angle 0.02 radians (0.92 degrees)>)> origin_id=29>	True	32.441701889038086	detect_cube;pickup_cube;detect_cube;place_on_object;move_backward
        Solene	1	1574421361.7278147,Game Start,<Pose <Position x: 0.00 y: 0.00 z: 0.00> <Quaternion q0: 1.00 q1: 0.00 q2: 0.00 q3: -0.05 (angle_z: <Angle -0.10 radians (-5.67 degrees)>)> origin_id=37>;1574421370.3689077,Player found,<Pose <Position x: -5.08 y: -2.03 z: 0.00> <Quaternion q0: 0.99 q1: 0.00 q2: 0.00 q3: -0.15 (angle_z: <Angle -0.29 radians (-16.71 degrees)>)> origin_id=37>;1574421522.175786,approach_cube,<Pose <Position x: -4.83 y: -2.09 z: 0.00> <Quaternion q0: 0.99 q1: 0.00 q2: 0.00 q3: -0.15 (angle_z: <Angle -0.29 radians (-16.78 degrees)>)> origin_id=37>;1574421524.930731,detect_cube,<Pose <Position x: -4.55 y: -1.05 z: 0.00> <Quaternion q0: 0.99 q1: 0.00 q2: 0.00 q3: -0.12 (angle_z: <Angle -0.25 radians (-14.08 degrees)>)> origin_id=37>;1574421532.191648,approach_cube,<Pose <Position x: 275.37 y: -32.75 z: 0.00> <Quaternion q0: 1.00 q1: 0.00 q2: 0.00 q3: -0.06 (angle_z: <Angle -0.13 radians (-7.34 degrees)>)> origin_id=37>;1574421539.2755928,pickup_cube,<Pose <Position x: 367.12 y: 115.79 z: 0.00> <Quaternion q0: 0.59 q1: 0.00 q2: 0.00 q3: -0.81 (angle_z: <Angle -1.88 radians (-107.86 degrees)>)> origin_id=37>;1574421539.280221,detect_cube,<Pose <Position x: 367.12 y: 115.79 z: 0.00> <Quaternion q0: 0.59 q1: 0.00 q2: 0.00 q3: -0.81 (angle_z: <Angle -1.88 radians (-107.86 degrees)>)> origin_id=37>;1574421556.4437966,place_on_object,<Pose <Position x: 297.16 y: 14.18 z: 0.00> <Quaternion q0: 0.67 q1: 0.00 q2: 0.00 q3: -0.74 (angle_z: <Angle -1.66 radians (-95.22 degrees)>)> origin_id=37>	False	34.268218755722046	approach_cube;detect_cube;approach_cube;pickup_cube;detect_cube;place_on_object
        Solene	1	1574421620.134461,Game Start,<Pose <Position x: -12.46 y: -5.14 z: -0.08> <Quaternion q0: 0.99 q1: 0.00 q2: 0.00 q3: -0.14 (angle_z: <Angle -0.29 radians (-16.60 degrees)>)> origin_id=37>;1574421623.6956272,Player found,<Pose <Position x: -3.30 y: -8.20 z: -0.08> <Quaternion q0: 0.99 q1: 0.00 q2: 0.00 q3: -0.15 (angle_z: <Angle -0.30 radians (-17.34 degrees)>)> origin_id=37>;1574421678.4756553,detect_cube,<Pose <Position x: -4.19 y: 6.96 z: -0.08> <Quaternion q0: 0.97 q1: 0.00 q2: 0.00 q3: 0.25 (angle_z: <Angle 0.50 radians (28.82 degrees)>)> origin_id=37>;1574421691.1930752,pickup_cube,<Pose <Position x: 248.52 y: 77.60 z: -0.08> <Quaternion q0: 1.00 q1: 0.00 q2: 0.00 q3: -0.03 (angle_z: <Angle -0.06 radians (-3.16 degrees)>)> origin_id=37>;1574421691.9297423,detect_cube,<Pose <Position x: 248.67 y: 77.66 z: -0.08> <Quaternion q0: 0.91 q1: 0.00 q2: 0.00 q3: -0.41 (angle_z: <Angle -0.84 radians (-48.19 degrees)>)> origin_id=37>;1574421706.378788,place_on_object,<Pose <Position x: 324.54 y: -43.96 z: -0.08> <Quaternion q0: 0.99 q1: 0.00 q2: 0.00 q3: -0.12 (angle_z: <Angle -0.25 radians (-14.28 degrees)>)> origin_id=37>	True	29.27295684814453	do_interactive_game;detect_cube;pickup_cube;detect_cube;place_on_object
        aarthy	1	1574423172.237871,Game Start,<Pose <Position x: 0.00 y: 0.00 z: 0.00> <Quaternion q0: 1.00 q1: 0.00 q2: 0.00 q3: 0.00 (angle_z: <Angle 0.01 radians (0.51 degrees)>)> origin_id=5>;1574423177.9527867,Player found,<Pose <Position x: 12.44 y: 8.06 z: 0.00> <Quaternion q0: 0.99 q1: 0.00 q2: 0.00 q3: 0.12 (angle_z: <Angle 0.24 radians (13.70 degrees)>)> origin_id=5>;1574423253.7209177,move_forward,<Pose <Position x: 110.59 y: 31.75 z: 0.00> <Quaternion q0: 0.99 q1: 0.00 q2: 0.00 q3: 0.11 (angle_z: <Angle 0.23 radians (13.03 degrees)>)> origin_id=5>;1574423253.7210495,approach_cube,<Pose <Position x: 110.59 y: 31.75 z: 0.00> <Quaternion q0: 0.99 q1: 0.00 q2: 0.00 q3: 0.11 (angle_z: <Angle 0.23 radians (13.03 degrees)>)> origin_id=5>;1574423254.5513587,detect_cube,<Pose <Position x: 102.16 y: 44.26 z: 0.00> <Quaternion q0: 0.88 q1: 0.00 q2: 0.00 q3: 0.48 (angle_z: <Angle 1.00 radians (57.30 degrees)>)> origin_id=5>;1574423254.551959,raise_forklift,<Pose <Position x: 102.16 y: 44.26 z: 0.00> <Quaternion q0: 0.88 q1: 0.00 q2: 0.00 q3: 0.48 (angle_z: <Angle 1.00 radians (57.30 degrees)>)> origin_id=5>;1574423254.55272,lower_forklift,<Pose <Position x: 102.16 y: 44.26 z: 0.00> <Quaternion q0: 0.88 q1: 0.00 q2: 0.00 q3: 0.48 (angle_z: <Angle 1.00 radians (57.30 degrees)>)> origin_id=5>	False	3.3509175777435303	move_forward;approach_cube;detect_cube;raise_forklift;lower_forklift
        aarthy	1	1574423271.9730697,Game Start,<Pose <Position x: 5.05 y: 2.21 z: 0.00> <Quaternion q0: 0.99 q1: 0.00 q2: 0.00 q3: 0.11 (angle_z: <Angle 0.23 radians (13.03 degrees)>)> origin_id=5>;1574423274.0689142,Player found,<Pose <Position x: 1.95 y: 1.68 z: 0.00> <Quaternion q0: 0.99 q1: 0.00 q2: 0.00 q3: 0.12 (angle_z: <Angle 0.24 radians (13.59 degrees)>)> origin_id=5>;1574423321.9269826,detect_cube,<Pose <Position x: -10.20 y: 15.17 z: 0.00> <Quaternion q0: 0.83 q1: 0.00 q2: 0.00 q3: 0.56 (angle_z: <Angle 1.18 radians (67.43 degrees)>)> origin_id=5>;1574423329.068927,approach_cube,<Pose <Position x: 126.00 y: 211.13 z: 0.00> <Quaternion q0: 0.88 q1: 0.00 q2: 0.00 q3: 0.47 (angle_z: <Angle 0.98 radians (55.93 degrees)>)> origin_id=5>;1574423329.7911453,approach_cube,<Pose <Position x: 126.00 y: 211.13 z: 0.00> <Quaternion q0: 0.88 q1: 0.00 q2: 0.00 q3: 0.47 (angle_z: <Angle 0.98 radians (55.94 degrees)>)> origin_id=5>;1574423332.6032605,move_forward,<Pose <Position x: 182.78 y: 295.25 z: 0.00> <Quaternion q0: 0.88 q1: 0.00 q2: 0.00 q3: 0.47 (angle_z: <Angle 0.98 radians (56.15 degrees)>)> origin_id=5>;1574423332.6050138,raise_forklift,<Pose <Position x: 182.78 y: 295.25 z: 0.00> <Quaternion q0: 0.88 q1: 0.00 q2: 0.00 q3: 0.47 (angle_z: <Angle 0.98 radians (56.15 degrees)>)> origin_id=5>;1574423332.605556,lower_forklift,<Pose <Position x: 182.78 y: 295.25 z: 0.00> <Quaternion q0: 0.88 q1: 0.00 q2: 0.00 q3: 0.47 (angle_z: <Angle 0.98 radians (56.15 degrees)>)> origin_id=5>	False	11.870615720748901	detect_cube;approach_cube;approach_cube;move_forward;raise_forklift;lower_forklift
        sythu	1	1574423393.555607,Game Start,<Pose <Position x: -7.55 y: -1.60 z: 0.00> <Quaternion q0: 0.99 q1: 0.00 q2: 0.00 q3: 0.10 (angle_z: <Angle 0.20 radians (11.65 degrees)>)> origin_id=5>;1574423397.1865072,Player found,<Pose <Position x: -9.90 y: -6.70 z: 0.00> <Quaternion q0: 1.00 q1: 0.00 q2: 0.00 q3: -0.04 (angle_z: <Angle -0.09 radians (-5.15 degrees)>)> origin_id=5>;1574423464.3280418,detect_cube,<Pose <Position x: -16.38 y: 9.83 z: 0.00> <Quaternion q0: 0.91 q1: 0.00 q2: 0.00 q3: 0.42 (angle_z: <Angle 0.86 radians (49.27 degrees)>)> origin_id=5>;1574423476.863274,pickup_cube,<Pose <Position x: 192.26 y: 142.93 z: -18.37> <Quaternion q0: 1.00 q1: 0.00 q2: 0.00 q3: 0.10 (angle_z: <Angle 0.20 radians (11.35 degrees)>)> origin_id=5>;1574423476.8644595,raise_forklift,<Pose <Position x: 192.26 y: 142.93 z: -18.37> <Quaternion q0: 1.00 q1: 0.00 q2: 0.00 q3: 0.10 (angle_z: <Angle 0.20 radians (11.35 degrees)>)> origin_id=5>;1574423476.8656702,lower_forklift,<Pose <Position x: 192.26 y: 142.93 z: -18.37> <Quaternion q0: 1.00 q1: 0.00 q2: 0.00 q3: 0.10 (angle_z: <Angle 0.20 radians (11.35 degrees)>)> origin_id=5>	True	13.73359227180481	detect_cube;pickup_cube;raise_forklift;lower_forklift;EOT
        Sythu	0	1574423550.9433415,Game Start,<Pose <Position x: -17.32 y: -9.20 z: -18.37> <Quaternion q0: 1.00 q1: 0.00 q2: 0.00 q3: 0.05 (angle_z: <Angle 0.10 radians (5.70 degrees)>)> origin_id=5>;1574423555.2323143,Player found,<Pose <Position x: -7.99 y: -9.75 z: -18.37> <Quaternion q0: 1.00 q1: 0.00 q2: 0.00 q3: -0.02 (angle_z: <Angle -0.04 radians (-2.42 degrees)>)> origin_id=5>	True	28.98496174812317	
        Alexandre	1	1574424095.0160418,Game Start,<Pose <Position x: 0.00 y: 0.00 z: 0.00> <Quaternion q0: 1.00 q1: 0.00 q2: 0.00 q3: 0.00 (angle_z: <Angle 0.00 radians (0.08 degrees)>)> origin_id=11>;1574424101.1455767,Player found,<Pose <Position x: 7.89 y: 1.02 z: 0.00> <Quaternion q0: 1.00 q1: 0.00 q2: 0.00 q3: 0.01 (angle_z: <Angle 0.02 radians (0.91 degrees)>)> origin_id=11>;1574424226.38374,detect_cube,<Pose <Position x: 3.09 y: 13.96 z: 0.00> <Quaternion q0: 0.93 q1: 0.00 q2: 0.00 q3: 0.36 (angle_z: <Angle 0.74 radians (42.22 degrees)>)> origin_id=11>;1574424239.6093454,pickup_cube,<Pose <Position x: 164.31 y: 126.98 z: -0.21> <Quaternion q0: 0.96 q1: 0.00 q2: 0.00 q3: 0.27 (angle_z: <Angle 0.54 radians (30.89 degrees)>)> origin_id=11>;1574424241.2394884,turn_right,<Pose <Position x: 165.20 y: 125.65 z: -0.21> <Quaternion q0: 0.87 q1: 0.00 q2: 0.00 q3: -0.50 (angle_z: <Angle -1.04 radians (-59.65 degrees)>)> origin_id=11>;1574424241.2412891,detect_cube,<Pose <Position x: 165.20 y: 125.65 z: -0.21> <Quaternion q0: 0.87 q1: 0.00 q2: 0.00 q3: -0.50 (angle_z: <Angle -1.04 radians (-59.65 degrees)>)> origin_id=11>;1574424255.8905141,place_on_object,<Pose <Position x: 137.08 y: -122.15 z: -0.20> <Quaternion q0: 0.98 q1: 0.00 q2: 0.00 q3: -0.21 (angle_z: <Angle -0.43 radians (-24.82 degrees)>)> origin_id=11>	True	30.71085548400879	detect_cube;pickup_cube;turn_right;detect_cube;place_on_object
        
